ID Produto,Categoria,Nome do Produto,UF,Municipio,Mes/Ano Referencia,Preco Atual (R$),Preco Referencia (Baseline - R$),Divergencia Matematica (%),Status do Semafaro (Cor no DB),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
1161,HORTIFRUTIGRANJEIROS,Alface Americana,PR,,2026-06,25.0000,35.0000,-28.57,VERDE,,Sim,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,MG,,2025-09,6.5300,6.1950,5.41,AMARELO,,Nao,Nao
931,PESCADOS,Traira,SP,,2026-06,10.5200,11.1550,-5.69,AMARELO,,Sim,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,MG,UNAÍ-MG,2025-11,2.0800,2.0700,0.48,AMARELO,,Nao,Nao
882,CEREAIS_GRAOS,ARROZ - VERMELHO EM CASCA,RN,,2025-11,2.1400,2.1386,0.07,AMARELO,,Nao,Nao
870,PROTEINAS,LEITE DE CABRA - IN NATURA,BA,JAGUARARI-BA,2025-06,3.5000,3.5714,-2.00,AMARELO,,Nao,Nao
888,ALIMENTO_VAREJO,FEIJAO - CAUPI TIPO 1,BA,,2025-07,6.7100,6.3143,6.27,AMARELO,,Nao,Nao
932,ALIMENTO_VAREJO,Batata Lavada,SP,,2025-12,22.0944,22.0944,0.00,AMARELO,,Nao,Nao
1018,HORTIFRUTIGRANJEIROS,Mamão Formosa,SP,,2025-02,11.9960,11.9960,0.00,AMARELO,,Nao,Nao
764,HORTIFRUTIGRANJEIROS,LARANJA - DE MESA PERA,DF,,2025-09,1.9800,2.2157,-10.64,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,AP,,2025-08,65.1200,66.0614,-1.43,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RJ,,2026-04,9.0600,8.5986,5.37,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RS,PASSO FUNDO-RS,2026-04,1.0600,1.0643,-0.40,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,AM,,2025-12,38.8800,40.4743,-3.94,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,SP,,2025-10,0.3900,0.5286,-26.22,VERDE,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RN,,2025-06,2.3000,2.2757,1.07,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,PE,,2025-12,0.3300,0.3757,-12.16,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PB,,2025-06,1.3900,1.4400,-3.47,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,PR,,2025-07,4.6200,4.6386,-0.40,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,ES,ALFREDO CHAVES-ES,2025-07,1.2100,1.3314,-9.12,AMARELO,,Nao,Nao
1214,HORTIFRUTIGRANJEIROS,Abóbora Moranga,MA,,2026-07,3.4300,3.4300,0.00,AMARELO,,Sim,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,PR,PARANAVAÍ-PR,2025-06,1.0800,1.1000,-1.82,AMARELO,,Nao,Nao
1812,ALIMENTO_VAREJO,Cebola Importada Espanha,MS,,2026-06,5.0000,5.0000,0.00,AMARELO,,Sim,Nao
850,PROTEINAS,CARNE DE FRANGO - CONGELADO,MG,,2025-09,9.0800,9.3186,-2.56,AMARELO,,Nao,Nao
2509,HORTIFRUTIGRANJEIROS,Alface Lisa,RN,,2026-06,20.4000,20.4000,0.00,AMARELO,,Sim,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RS,PELOTAS-RS,2025-10,2.2900,2.2643,1.14,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,AL,MACEIÓ-AL,2026-01,5.8500,6.3171,-7.39,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PR,UNIÃO DA VITÓRIA-PR,2025-08,0.9300,0.9400,-1.06,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,PR,,2025-09,15.6500,14.9243,4.86,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,AC,RIO BRANCO-AC,2025-11,4.9600,4.7414,4.61,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AP,PORTO GRANDE-AP,2025-12,4.0000,4.1157,-2.81,AMARELO,,Nao,Nao
888,ALIMENTO_VAREJO,FEIJAO - CAUPI TIPO 1,MT,,2025-11,6.6400,7.2671,-8.63,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RO,OURO PRETO DO OESTE-RO,2025-11,1.9600,2.0343,-3.65,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,CE,FORTALEZA-CE,2026-01,10.3000,9.6657,6.56,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PB,JOÃO PESSOA-PB,2026-02,10.4100,10.1486,2.58,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,SC,,2025-11,2.4800,2.4014,3.27,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RO,,2025-12,33.2400,32.8800,1.09,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,SP,TUPÃ-SP,2025-12,0.3300,0.3929,-16.01,VERDE,,Nao,Nao
905,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 PA,SC,,2025-07,3.7800,3.5843,5.46,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AL,,2025-10,4.4900,2.8200,59.22,VERMELHO,,Nao,Nao
823,ALIMENTO_VAREJO,CAFE - CONILLON TIPO 7,AM,,2025-12,22.2400,23.7400,-6.32,AMARELO,,Nao,Nao
1018,HORTIFRUTIGRANJEIROS,Mamão Formosa,SP,,2026-02,11.9960,11.9960,0.00,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,PR,LAPA-PR,2025-10,2.0800,1.9543,6.43,AMARELO,,Nao,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,PR,CURITIBA-PR,2025-06,2.5100,2.5167,-0.27,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,SE,ARACAJU-SE,2025-12,35.7800,36.5414,-2.08,AMARELO,,Nao,Nao
754,CEREAIS_GRAOS,"TRIGO - PÃO, PH 75, TIPO 2",MS,,2026-01,0.9400,1.0671,-11.91,AMARELO,,Nao,Nao
900,ALIMENTO_VAREJO,ERVA MATE - IN NATURA,SC,,2026-02,0.7400,0.7700,-3.90,AMARELO,,Nao,Nao
1175,HORTIFRUTIGRANJEIROS,Manga Palmer,MG,,2024-06,0.6779,1.9700,-65.59,VERDE,,Nao,Sim
944,HORTIFRUTIGRANJEIROS,Abacaxi Havai,PB,"",2026-06,5.0000,5.0000,0.00,AMARELO,,Sim,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",SC,CHAPECÓ-SC,2025-12,1.0000,1.2757,-21.61,VERDE,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SC,ABELARDO LUZ-SC,2025-07,2.0100,2.1257,-5.44,AMARELO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,SE,,2026-01,0.3100,0.4871,-36.36,VERDE,,Nao,Nao
755,ALIMENTO_VAREJO,CAFE - ARÁBICA TIPO 7,ES,IÚNA-ES,2025-07,19.4700,25.1857,-22.69,VERDE,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",RS,,2026-02,1.0300,1.1214,-8.15,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,TO,PALMAS-TO,2025-08,9.8000,9.9529,-1.54,AMARELO,,Nao,Nao
1119,HORTIFRUTIGRANJEIROS,Abacate Geada,TO,"",2026-06,5.2500,5.2500,0.00,AMARELO,,Sim,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,ES,DOMINGOS MARTINS-ES,2025-06,4.9000,5.0129,-2.25,AMARELO,,Nao,Nao
1018,HORTIFRUTIGRANJEIROS,Mamão Formosa,SP,,2024-04,8.3357,11.9960,-30.51,VERDE,,Nao,Sim
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,SC,SÃO JOSÉ-SC,2025-06,4.7700,4.8000,-0.62,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,MT,CUIABÁ-MT,2025-09,42.6500,42.9925,-0.80,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,RN,NATAL-RN,2025-12,9.8400,9.5171,3.39,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RS,,2026-02,63.6300,63.7186,-0.14,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,RJ,,2026-03,5.8600,4.3050,36.12,VERMELHO,,Nao,Nao
884,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) TIPO 1 D'Á,MA,,2025-06,5.3400,5.0057,6.68,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,RO,,2025-10,0.6000,0.6257,-4.11,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SC,FLORIANÓPOLIS-SC,2026-02,61.8700,67.3650,-8.16,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,DF,BRASÍLIA-DF,2026-04,9.7100,5.5757,74.15,VERMELHO,,Nao,Nao
753,HORTIFRUTIGRANJEIROS,MILHO - DE PIPOCA,MT,,2026-01,1.7800,1.6371,8.73,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PR,PINHAIS-PR,2025-08,6.1400,6.2900,-2.38,AMARELO,,Nao,Nao
1002,HORTIFRUTIGRANJEIROS,Banana Prata MG,MT,,2026-06,5.7900,5.7900,0.00,AMARELO,,Sim,Nao
1092,HORTIFRUTIGRANJEIROS,Escarola,PR,,2026-07,7.0833,7.0833,0.00,AMARELO,,Sim,Nao
895,ALIMENTO_VAREJO,"CAFE - ARÁBICA TIPO 6, BEBI",RJ,VARRE-SAI-RJ,2025-12,34.6700,32.8129,5.66,AMARELO,,Nao,Nao
874,HORTIFRUTIGRANJEIROS,GOIABA - VERMELHA,PE,,2025-12,3.0000,2.8757,4.32,AMARELO,,Nao,Nao
1036,HORTIFRUTIGRANJEIROS,Rúcula Hidropônica,SP,,2026-06,25.4200,26.8550,-5.34,AMARELO,,Sim,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,DF,BRASÍLIA-DF,2025-09,0.3700,0.4286,-13.67,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MS,SÃO GABRIEL DO OESTE-MS,2025-07,0.7900,0.8543,-7.53,AMARELO,,Nao,Nao
1037,ALIMENTO_VAREJO,Alho Importado Argentina,RJ,"",2026-06,14.0000,14.0000,0.00,AMARELO,,Sim,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,SP,,2025-10,2.7800,2.3000,20.87,VERMELHO,,Nao,Nao
863,PROTEINAS,CARNE CAPRINA - DIANTEIRA,DF,,2025-07,35.1100,35.0157,0.27,AMARELO,,Nao,Nao
907,ALIMENTO_VAREJO,ACUCAR - REFINADO,RS,,2026-01,4.6400,4.7175,-1.64,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,AM,,2025-06,0.5600,0.5557,0.77,AMARELO,,Nao,Nao
1080,HORTIFRUTIGRANJEIROS,Abacate Avocado,PR,,2026-06,2.3000,2.6500,-13.21,AMARELO,,Sim,Nao
802,ALIMENTO_VAREJO,MAMAO - PAPAIA,ES,MONTANHA-ES,2025-10,1.5700,2.3643,-33.60,VERDE,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,TO,PALMAS-TO,2026-03,0.7100,0.7175,-1.05,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,RO,ALTO ALEGRE DOS PARECIS-RO,2025-07,6.8800,6.4933,5.96,AMARELO,,Nao,Nao
914,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA CABERNET S,RS,FLORES DA CUNHA-RS,2025-07,3.3300,3.3300,0.00,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,GO,,2026-03,71.6300,66.3229,8.00,AMARELO,,Nao,Nao
2451,HORTIFRUTIGRANJEIROS,Limão Galego,CE,"",2026-07,6.0000,6.0000,0.00,AMARELO,,Sim,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RR,BOA VISTA-RR,2025-08,12.7700,11.5471,10.59,AMARELO,,Nao,Nao
869,ALIMENTO_VAREJO,OLEO VEGETAL - AUREO 720 G/L ÓLEO V,PR,GUARAPUAVA-PR,2025-09,19.1000,19.1000,0.00,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,AC,,2025-11,2.7200,2.7157,0.16,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,RR,BOA VISTA-RR,2025-07,6.3700,4.8086,32.47,VERMELHO,,Nao,Nao
772,HORTIFRUTIGRANJEIROS,BATATA - INGLESA,ES,,2025-12,1.7700,2.4357,-27.33,VERDE,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,CE,FORTALEZA-CE,2026-02,9.9400,9.6657,2.84,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,AC,RIO BRANCO-AC,2025-10,9.8000,10.3457,-5.27,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,ES,SANTA MARIA DE JETIBÁ-ES,2025-09,0.4000,0.4129,-3.12,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,MG,SÃO SEBASTIÃO DO PARAÍSO-MG,2025-07,3.0700,2.9529,3.97,AMARELO,,Nao,Nao
871,ALIMENTO_VAREJO,MAMAO - FORMOSA,ES,PINHEIROS-ES,2025-12,1.5000,1.8900,-20.63,VERDE,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PA,,2026-03,1.9800,2.0200,-1.98,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PI,,2025-08,3.5300,3.4900,1.15,AMARELO,,Nao,Nao
1152,HORTIFRUTIGRANJEIROS,Batata Doce Amarela,PR,,2025-06,40.3850,40.3850,0.00,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,PA,,2025-11,1.7800,1.8986,-6.25,AMARELO,,Nao,Nao
894,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,PR,CURITIBA-PR,2025-11,6.5300,6.4571,1.13,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,SP,SÃO PAULO-SP,2025-12,1.0800,1.0600,1.89,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,GO,,2025-08,51.8500,44.9243,15.42,VERMELHO,,Nao,Nao
791,ALIMENTO_VAREJO,"CEBOLA - CLASSE 3, EXTRA AMAR",PR,,2025-06,2.0600,1.1514,78.91,VERMELHO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,TO,PALMAS-TO,2026-01,69.8500,71.7075,-2.59,AMARELO,,Nao,Nao
1161,HORTIFRUTIGRANJEIROS,Alface Americana,SC,,2026-07,21.6000,21.6000,0.00,AMARELO,,Sim,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,TO,PALMAS-TO,2025-09,5.3700,5.9000,-8.98,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,SC,PINHALZINHO-SC,2025-08,2.5500,2.3557,8.25,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PE,RECIFE-PE,2025-10,6.9800,6.3700,9.58,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,PA,,2025-10,16.7200,15.7414,6.22,AMARELO,,Nao,Nao
781,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) SECA BRANC,SC,,2025-11,2.0000,2.0000,0.00,AMARELO,,Nao,Nao
882,CEREAIS_GRAOS,ARROZ - VERMELHO EM CASCA,RN,APODI-RN,2025-09,2.1200,2.1386,-0.87,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,PR,IRATI-PR,2025-10,2.0500,1.9486,5.20,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RN,,2025-11,3.9700,4.1875,-5.19,AMARELO,,Nao,Nao
762,ALIMENTO_VAREJO,MAMAO - NÃO INFORMADO,BA,,2025-06,1.0800,2.0486,-47.28,VERDE,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,RJ,BOM JARDIM-RJ,2025-10,0.3600,0.3357,7.24,AMARELO,,Nao,Nao
1316,HORTIFRUTIGRANJEIROS,Manga Coquinho,RN,,2026-06,3.2000,3.1000,3.23,AMARELO,,Sim,Nao
869,ALIMENTO_VAREJO,OLEO VEGETAL - AUREO 720 G/L ÓLEO V,BA,,2026-03,15.0000,15.0000,0.00,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,DF,BRASÍLIA-DF,2025-06,7.4100,8.1457,-9.03,AMARELO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,SP,SANTA SALETE-SP,2025-10,1.1500,1.2714,-9.55,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,DF,,2025-08,7.4900,7.9243,-5.48,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,PI,TERESINA-PI,2026-04,7.7800,5.7475,35.36,VERMELHO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,RJ,,2025-09,40.3300,39.3643,2.45,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,SC,FLORIANÓPOLIS-SC,2025-10,9.4900,9.5100,-0.21,AMARELO,,Nao,Nao
862,HORTIFRUTIGRANJEIROS,UVA - DE MESA ITÁLIA,PE,,2025-08,4.5000,5.6557,-20.43,VERDE,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RN,NATAL-RN,2025-08,9.2400,9.7986,-5.70,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RJ,,2026-04,49.7700,45.7075,8.89,AMARELO,,Nao,Nao
910,ALIMENTO_VAREJO,AZEITE DE MACAUBA - NÃO INFORMADO,CE,BARBALHA-CE,2025-12,40.0000,40.0000,0.00,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,RS,NOVA PALMA-RS,2025-09,1.8400,1.8971,-3.01,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PI,,2025-10,4.8200,4.7943,0.54,AMARELO,,Nao,Nao
919,HORTIFRUTIGRANJEIROS,Maracujá Azedo,AL,,2026-06,5.3300,5.3300,0.00,AMARELO,,Sim,Nao
1124,HORTIFRUTIGRANJEIROS,Agrião,SP,,2026-07,66.0100,65.5300,0.73,AMARELO,,Sim,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,BA,,2026-02,5.1100,5.2186,-2.08,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PR,IVAIPORÃ-PR,2025-11,2.0200,1.9643,2.84,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AC,,2025-09,5.9200,6.1700,-4.05,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,CE,FORTALEZA-CE,2025-11,10.4100,10.3200,0.87,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SC,CAMPOS NOVOS-SC,2025-12,1.0500,1.1000,-4.55,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,AP,,2026-05,10.9800,9.0475,21.36,VERMELHO,,Nao,Nao
1118,ALIMENTO_VAREJO,Cebola Roxa,RJ,"",2026-07,5.0000,4.5000,11.11,AMARELO,,Sim,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,TO,,2026-03,4.6000,4.4129,4.24,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,CE,,2026-03,10.0700,9.5243,5.73,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,MA,,2026-01,38.9200,38.2600,1.73,AMARELO,,Nao,Nao
946,HORTIFRUTIGRANJEIROS,Goiaba,DF,"",2026-07,5.0000,5.0000,0.00,AMARELO,,Sim,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,PI,,2026-05,0.4000,0.6071,-34.11,VERDE,,Nao,Nao
804,ALIMENTO_VAREJO,FLOCOS DE MILHO - FLOCÃO,AM,,2025-08,4.3800,4.2000,4.29,AMARELO,,Nao,Nao
870,PROTEINAS,LEITE DE CABRA - IN NATURA,PB,SUMÉ-PB,2025-08,4.1100,4.1100,0.00,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,TO,FORMOSO DO ARAGUAIA-TO,2025-10,1.1400,1.2286,-7.21,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,RO,PORTO VELHO-RO,2026-05,6.7100,5.9343,13.07,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RO,,2026-01,5.7300,5.0300,13.92,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,MS,CAMPO GRANDE-MS,2025-08,6.0300,5.9929,0.62,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PR,CURITIBA-PR,2026-04,49.6700,46.7450,6.26,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,SP,SÃO PAULO-SP,2025-06,7.9600,8.2171,-3.13,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,MT,,2025-09,5.7900,6.0171,-3.77,AMARELO,,Nao,Nao
791,ALIMENTO_VAREJO,"CEBOLA - CLASSE 3, EXTRA AMAR",PR,CONTENDA-PR,2025-10,1.3400,1.1743,14.11,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SC,SÃO JOSÉ-SC,2025-07,66.7000,63.5729,4.92,AMARELO,,Nao,Nao
904,ALIMENTO_VAREJO,FEIJAO - CAUPI,MT,SORRISO-MT,2025-07,2.0300,2.2200,-8.56,AMARELO,,Nao,Nao
1020,HORTIFRUTIGRANJEIROS,Eucalipto Simeria,SP,,2026-07,16.5600,16.5450,0.09,AMARELO,,Sim,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,TO,GURUPI-TO,2025-09,2.1200,2.0271,4.58,AMARELO,,Nao,Nao
787,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 58,MG,,2026-05,1.6000,1.5886,0.72,AMARELO,,Nao,Nao
1109,HORTIFRUTIGRANJEIROS,Manga Tommy,SP,,2024-12,3.6001,5.8500,-38.46,VERDE,,Nao,Sim
852,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 D'ÁGUA,PA,BELÉM-PA,2025-06,5.7800,5.7100,1.23,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,MT,,2025-08,18.1400,19.4271,-6.63,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,DF,BRASÍLIA-DF,2025-06,4.3600,4.0557,7.50,AMARELO,,Nao,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,SE,,2025-07,1.5100,1.5267,-1.09,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RO,COLORADO DO OESTE-RO,2025-12,1.0700,1.0343,3.45,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PA,,2025-07,9.0200,9.6429,-6.46,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,SC,FLORIANÓPOLIS-SC,2026-03,5.0000,5.3875,-7.19,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SP,,2025-09,2.0700,2.0586,0.55,AMARELO,,Nao,Nao
904,ALIMENTO_VAREJO,FEIJAO - CAUPI,PI,PICOS-PI,2025-12,5.9400,5.9300,0.17,AMARELO,,Nao,Nao
886,ALIMENTO_VAREJO,OLEO DE MURUMURU - NÃO INFORMADO,AC,,2025-09,50.0000,49.5714,0.86,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,SP,SÃO PAULO-SP,2025-08,4.9200,5.1643,-4.73,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,MT,,2025-09,4.9200,4.7875,2.77,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,RR,BOA VISTA-RR,2026-02,7.4800,8.9629,-16.54,VERDE,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,BA,,2025-06,36.2200,36.2014,0.05,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,AL,MACEIÓ-AL,2025-12,0.8000,0.7900,1.27,AMARELO,,Nao,Nao
1012,HORTIFRUTIGRANJEIROS,Banana Maçã,DF,"",2026-07,3.7900,3.2100,18.07,VERMELHO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RJ,SÃO JOSÉ DO VALE DO RIO PRETO-RJ,2025-06,1.3900,1.3429,3.51,AMARELO,,Nao,Nao
