MUDA DE CAJU             ;CAJUEIRO ANÃO       ;12662;PALHANO-CE                                        ;2310001                       ;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,0
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;LÁBREA-AM                                         ;1302405                       ;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MANICORÉ-AM                                       ;1302702                       ;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BARREIRAS-BA                                      ;2903201                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BELMONTE-BA                                       ;2903409                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CAIRU-BA                                          ;2905404                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MANOEL VITORINO-BA                                ;2920403                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RIACHÃO DO JACUÍPE-BA                             ;2926301                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;UAUÁ-BA                                           ;2932002                       ;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CRATEÚS-CE                                        ;2304103                       ;CE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CRATO-CE                                          ;2304202                       ;CE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PORTEIRAS-CE                                      ;2311108                       ;CE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BOM JARDIM DE GOIÁS-GO                            ;5203401                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RIO VERDE-GO                                      ;5218805                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BALSAS-MA                                         ;2101400                       ;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;IMPERATRIZ-MA                                     ;2105302                       ;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PEDREIRAS-MA                                      ;2108207                       ;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SÃO MATEUS DO MARANHÃO-MA                         ;2111508                       ;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;ZÉ DOCA-MA                                        ;2114007                       ;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BRASÍLIA DE MINAS-MG                              ;3108602                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;DELFIM MOREIRA-MG                                 ;3121100                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;JAPONVAR-MG                                       ;3135357                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;LONTRA-MG                                         ;3138658                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RIO PARDO DE MINAS-MG                             ;3155603                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SANTO ANTÔNIO DO RETIRO-MG                        ;3160454                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SÃO GOTARDO-MG                                    ;3162104                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;UBERABA-MG                                        ;3170107                       ;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;DOURADOS-MS                                       ;5003702                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;LAGUNA CARAPÃ-MS                                  ;5005251                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CAMPO VERDE-MT                                    ;5102678                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;NOSSA SENHORA DO LIVRAMENTO-MT                    ;5106109                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;POCONÉ-MT                                         ;5106505                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;ALTAMIRA-PA                                       ;1500602                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BELTERRA-PA                                       ;1501451                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;COLARES-PA                                        ;1502608                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CURRALINHO-PA                                     ;1502806                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;IGARAPÉ-MIRI-PA                                   ;1503309                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;LIMOEIRO DO AJURU-PA                              ;1504000                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;ORIXIMINÁ-PA                                      ;1505304                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BAÍA DA TRAIÇÃO-PB                                ;2501401                       ;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CONDE-PB                                          ;2504603                       ;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PICUÍ-PB                                          ;2511400                       ;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SUMÉ-PB                                           ;2516300                       ;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;INHUMA-PI                                         ;2204709                       ;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MIGUEL ALVES-PI                                   ;2206209                       ;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;URUÇUÍ-PI                                         ;2211209                       ;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CAMPO MOURÃO-PR                                   ;4104303                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CASCAVEL-PR                                       ;4104808                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
